username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Occam’s Shaving Butter,1176562844566872064,"Beaverton, OR",2023-01-16 12:42:13,"@NickAdamsinUSA Breakfast beer?  Domestic beer in your coffee, in your cereal?  Now I understand why everything you post here is so ugly",0,Twitter for iPhone,
FASTFOODAMERICAN,575921987,"Portland, Oregon",2023-01-16 12:33:31,Because they are all made by the same millennial assholes who turned every coffee shop into a lumber yard in 2012 https://t.co/E7KM2uvsaT,0,Twitter for iPhone,
Japanese Green Tea Co.,790412604715831296,"Portland, OR",2023-01-16 12:30:31,"If you find yourself more awake and alert after drinking green tea, it's because of the caffeine content. Thus, gre… https://t.co/T6wrNxD4Uj",0,Twitter Web App,
BonnieG,1348794322217435137,"Johnson City, OR",2023-01-16 12:16:04,@coffee_anytime Not understanding the sexy girl pics you post. Why?,0,Twitter for Android,
Jakob Vala,2713512054,"Portland, OR",2023-01-16 11:37:15,"@opinonhaver That Thursday or Friday was the last time I sat inside a coffee shop, which had been a daily habit for years.",0,Twitter for iPhone,
elvira’s little helper,4855322937,"Portland, OR",2023-01-16 10:38:34,they look like they’re gonna invite me out for coffee and tell me how much they’ve missed me at church https://t.co/X6gGgF1AAL,2,Twitter for iPhone,
Elio,729394726927900672,"Vancouver, WA",2023-01-16 08:59:03,@coffee_anytime Cherry,0,Twitter for Android,
tita.,874464174063050752,"Vancouver, WA",2023-01-16 07:03:50,"@angjdelao Love you chica🫶🏽
It’s honestly been great having you around! Can’t wait for our next coffee date♥️✨",0,Twitter for iPhone,
Cherise Arthur - Children's Book Author,1643511540,"Beaverton, Oregon",2023-01-16 05:48:45,Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/4yeVjRTcMJ #findyourthing… https://t.co/JDlwo8IvrD,0,Twitter Web App,
Harry Nastor,1602105145919213568,portland,2023-01-16 04:58:53,@MadScientistFF I will get mad and call who has the coffee shop to see it so that he will know his mistake and get me another one,0,Twitter Web App,
Kirk Wallace 🌻🏳️‍🌈🏳️‍🌈🏳️‍🌈🇺🇸,921060427,"Portland, OR",2023-01-16 04:55:06,@seandsweeney @msitver @Keith_Wasserman Then don’t use a pic of Deux Magots. It is not a coffee shop. It is a full service restaurant.,0,Twitter for iPad,
ب,799510582768574464,"Portland, OR",2023-01-16 04:26:47,i can’t wait for hookah and coffee tonight,0,Twitter for iPhone,
♡ Kisaka ♡ @Hiatus ♡ Artist & Vtuber,2830832448,"Portland, OR",2023-01-16 04:24:01,@FreyjaCesteline OMG WAIT I WANNA TRY THAT NOW! SHOWER COFFEE SHOWER COFFEE,0,Twitter Web App,
Kasey Gifford,44178339,"Portland, OR",2023-01-16 03:54:32,@zemthings Man if old me was there instead of young me that guy never would have drunk coffee again.,0,Twitter for Android,
Harmoney Browning,538580051,"Portland,  Oregon",2023-01-16 03:42:50,@coffee_anytime Chitterlings🤢🤮,0,Twitter Web App,
Sarah Lancashire,2518005374,Happy Valley,2023-01-16 02:44:07,The way you checked the heat on that coffee mug @CharlieBMurphy ☕️👏🏻,1,Twitter for iPhone,
TinamariaMorrerro,769968860166512640,"Portland, OR",2023-01-16 01:27:08,"@pulte I just got off working 4-10's 
Retail worker 
Means 
Rude people! 
Walking for 9.5 hours 
Standing ,bending,… https://t.co/9Fh4dCbOZs",0,Twitter for Android,
Sprudge,73280005,"Portland, OR",2023-01-16 01:02:02,What a time to be a coffee roaster. https://t.co/aWwZVagDCy https://t.co/gdkCMnrJ7n,0,CoSchedule,
Tory S,1468281471983304704,"South Beaverton, OR",2023-01-16 00:36:49,@MadScientistFF Throw coffee mug as far away from me as possible.,0,Twitter for iPhone,
Sam the Sodammelier,247073825,"Portland, OR",2023-01-16 00:34:35,@Scoobydouchebag As is proper. Gotta have that night coffee before sun comes up,0,Twitter for iPhone,
Clean Face 🌻,893289810625871872,"Portland, Oregon",2023-01-16 00:12:39,The coffee shop I was just at on Grays Harbor was full of military and religious references.  This is median voter… https://t.co/xU65tlDo06,0,Twitter Web App,
doctor baby,423177417,"Portland, OR",2023-01-16 00:08:14,@rickybellspdx @YouTube the coffee and cigarette custard is baller,0,Twitter for iPhone,
lynn,154687936,pdx,2023-01-15 23:37:07,vietnamese coffee zoomies are a whole other level 🏃🏻‍♀️,0,Twitter for iPhone,
Bolin Kaioh,226347035,"Portland, OR",2023-01-15 23:29:07,"@brunoinma_ This a tually came about because of Weeds.
The gays loved Nancy, and she always had her iced coffee. https://t.co/5i0r67kWFW",0,Twitter Web App,
Darrin Daniel,16989553,"Portland, OR",2023-01-15 23:18:14,Tomorrow’s the day!  https://t.co/oMtFa6bRgb,1,Twitter for iPhone,
Sprudge,73280005,"Portland, OR",2023-01-15 23:07:02,"The 14th annual Sprudgie Awards, now in podcast form! https://t.co/AfOQXvq8Y2 https://t.co/jpyJfcJEwL",0,CoSchedule,
Drew Gage A. 🏳️‍🌈🟣🟡⚪⚫,1271805652378124289,"Portland, OR",2023-01-15 22:36:56,"Hey you! You stopped scrolling because you see SUPPORT QUEER COFFEE IN GAY, GEORGIA. Small business Crowdfunding op… https://t.co/FPkIRHIPUN",0,Twitter for Android,
Kasey Gifford,44178339,"Portland, OR",2023-01-15 22:36:28,I know I really wasn't to blame but I wonder if my laid back not make a fuss (i.e. fear) encouraged things to get t… https://t.co/lCDCrTlXt3,0,Twitter for Android,
Kasey Gifford,44178339,"Portland, OR",2023-01-15 22:36:28,"Then he escalated again. I showed up to intern, he was there working. Without looking up from  the computer screen… https://t.co/IIoHtWvovL",0,Twitter for Android,
regular terry,773596941724835840,"portland, or",2023-01-15 22:35:23,@ShoozumOops to be fair that show happened during the weird “I NEED MY COFFEE STRONG… EXTRA DARK” french roast era… https://t.co/9kN92kVFfO,0,Twitter for iPhone,
Scott,988116372805771264,"Portland, OR",2023-01-15 22:13:27,@CitizenFreePres Just like the restaurant or coffee shop he went to everyday that had actually been closed down for… https://t.co/gz32Y8yevA,0,Twitter for iPhone,
Sprudge,73280005,"Portland, OR",2023-01-15 22:13:02,"Our global coffee maps project is seeking a few good cafes, in partnership with Apple Maps. https://t.co/eRyr0nGgu4 https://t.co/4mpEdXrXtK",0,CoSchedule,
Jacqueline,101667307,"Portland, Oregon",2023-01-15 21:55:57,"@LilLyssaLynn Did you look under the couch, under the coffee table/end tables, any nearby blankets, in your laundry… https://t.co/wZY3EsERNO",0,Twitter for iPhone,
Kaylie Hardin,21063258,"Vancouver, WA",2023-01-15 21:55:15,@keldotlauren not the same but reminds me of this coffee I saw in Iceland https://t.co/7pDN235H3Q,0,Twitter for iPhone,
@MaryRarick on Post,15640653,"Portland, OR",2023-01-15 21:54:21,@CassiRarick More coffee. https://t.co/DJNDFAhs5F,0,Twitter for iPhone,
humanclock,7567072,"Portland, Oregon, USA",2023-01-15 21:46:53,"@Marcissist I'm eventually building a 1970s ""Rec Room"" in the basement, wood paneling and all, and these will look nice on the coffee table.",0,Twitter Web App,
The Wetback Of Notre Dame™️,1383561660430835714,"Portland, OR",2023-01-15 21:27:50,Plugs I still need in pdx barista/coffee and mechanic. I will trade haircuts for those services any day of the week 😪,0,Twitter for iPhone,
The Wetback Of Notre Dame™️,1383561660430835714,"Portland, OR",2023-01-15 21:24:55,@sleepysnail_ When you know lmk cause I also need that. I had a client who was a barista but they quit now I’m out my coffee plug,0,Twitter for iPhone,
Chelsea Biondolillo,19048736,"Portland, OR",2023-01-15 21:21:15,"@fklein907 Same woman decades later said, over an awkward coffee meetup, that she’d never seen a can of bacon greas… https://t.co/ebPCpTdqKU",0,Twitter Web App,
(((Jeremy Henson))),33443224,"Portland, Or",2023-01-15 21:18:26,@ShalomGood $2 for coffee? No thanks.,0,Twitter for iPhone,
corytuggle,1031022434235961351,"Portland, OR",2023-01-15 20:28:49,2 - olives and coffee https://t.co/EVm35sL3i7,0,Twitter for Android,
Jade,1342325797500059650,"Portland, OR",2023-01-15 20:25:30,"Anyways, she’s buying us coffee this morning lmaooo",0,Twitter for iPhone,
ElisaSaphier,1482955829384925184,"Portland, OR",2023-01-15 20:19:33,How much coffee does a person (this person 👋) have to drink to not feel exhausted? Asking for me. ☕️😴,0,Twitter for iPhone,
Jacob Grier,6755552,"Portland, OR",2023-01-15 20:17:59,"@billybinion You're going the wrong way! It's January, your beautiful coffee doesn't need to touch an ice cube!",0,Twitter for Android,
karla,43947308,"Portland, OR",2023-01-15 20:02:04,@strawberryrock St Johns? Depends on the weather though because my favorite thing to do is go to Cathedral Park. I… https://t.co/HkafvKUdCQ,0,Twitter for iPhone,
🏀 t h o m a s ? 🏀,165543989,"Vancouver, WA",2023-01-15 19:58:20,I've been getting in the habit of drinking my coffee while practicing my guitar first thing every morning and its been good,0,Twitter for Android,
Black Jack O'Bannon,843704404981174272,"Portland, OR",2023-01-15 19:42:06,@grittywuzhere Good call on Johnny rice last night p. What made you choose tko? He didn’t look that much better tha… https://t.co/yj0rjoe4Ls,0,Twitter for iPhone,
Red Pill Salad,820134711519363073,"Portland, OR",2023-01-15 19:32:38,"@coffee_anytime On the other end of the spectrum: B52s, PM Dawn, The Sundays. Though they were college days. Mostly one hit wonders.",0,Twitter for iPhone,
BR | boba yubi🔜FC,1340832878909800448,Portland OR,2023-01-15 19:30:59,Coffee get https://t.co/40YKhTZLER,0,Twitter for Android,
Red Pill Salad,820134711519363073,"Portland, OR",2023-01-15 19:25:43,"@mikekinney16 @coffee_anytime Yea, no so much though.",0,Twitter for iPhone,
Red Pill Salad,820134711519363073,"Portland, OR",2023-01-15 19:21:46,"@coffee_anytime Wham!
Madonna
Frankie goes to Hollywood
Def Leppard (Hysteria)",0,Twitter for iPhone,
Kathy Cook,1352678088979619840,Portland,2023-01-15 19:04:14,@lawehner Bad coffee. If I am eating any dessert or junk food it better be absolutely delicious or I won't bother.,0,Twitter Web App,
"Avital Y. O'Glasser, MD FACP SFHM DFPM (she/her)",3044186809,"Portland, OR",2023-01-15 18:46:26,"@olsonplanner Speaking of which, I could really use more coffee…",0,Twitter for iPhone,
Cassi Rarick,29628914,"Portland, OR",2023-01-15 18:39:46,"Woke up with one of those annoying dull headaches that just persists through the day. 
Water, ibuprofen, coffee, br… https://t.co/tq6rEs1gll",0,Twitter for iPhone,
"Avital Y. O'Glasser, MD FACP SFHM DFPM (she/her)",3044186809,"Portland, OR",2023-01-15 18:31:17,"@olsonplanner Sometimes I like to wake up earlIER than others (ahem, kids) so I can get coffee and read in bed…

No… https://t.co/FzI1MRMT9h",0,Twitter for iPhone,
SireneD☮️,1519921449753931776,"Vancouver, WA",2023-01-15 18:22:52,@smolbus Picturing a coffee table book of ‘Lil Ed and ‘Lil Stede telling the whole Piña Coladas story…,0,Twitter for iPhone,
Chef🍎⚡️🔔 | tD,1293097870535454720,"Portland, OR",2023-01-15 18:07:30,@j4cob_sol I agree 💯 I have zero idea why boba won over iced coffee cuz now all we got is 🧊 ☕️ lol,0,Twitter for iPhone,
Zray! 🚂💨 @ ANE DD19,3374281678,"Portland, OR",2023-01-15 18:02:24,"The coffeeshop has critters!!!!

So glad I hiked down the hill for coffee and my fav egg sammy before finishing pac… https://t.co/rtB0MTQYEY",1,Twitter for iPhone,
Chef🍎⚡️🔔 | tD,1293097870535454720,"Portland, OR",2023-01-15 18:01:54,@j4cob_sol YESSSSS I mean I use the boba tea 🧋 😂 but yes need an official iced coffee 💯💯💯,0,Twitter for iPhone,
Stephen J. Weber,16427456,"Portland, OR",2023-01-15 18:01:20,It's 10AM. Do you know where your coffee is?,0,IFTTT,
Deke Bridges,207323988,"Portland, OR",2023-01-15 17:50:59,@muz4now @terrinakamura @dkempdesigns @LK121 @pddwebdesign @JohnLusher @DannyShookVideo @danielduwa @JGaryDewberry… https://t.co/Zl0nQNIrqf,0,Twitter for Android,
TaLeahh M,2389031479,"Portland, OR",2023-01-15 17:11:12,"Doesn’t seem like a huge issue I know, just make more, yeah yeah yeah but you see that was the LAST of the coffee s… https://t.co/PkiiZtsott",0,Twitter for iPhone,
TaLeahh M,2389031479,"Portland, OR",2023-01-15 17:04:28,I love when I set up the coffee for work Saturday morning but then oversleep so I said Ill just make the coffee thi… https://t.co/lt4LdIMV7F,0,Twitter for iPhone,
Sprudge,73280005,"Portland, OR",2023-01-15 17:00:13,The 2023 US Coffee Championships season calendar has been set. https://t.co/qFZyf6d2BO https://t.co/CTDwMHcKOB,0,CoSchedule,
Pedro Adan Dominguez,84487420,"Portland, OR",2023-01-15 16:59:05,"started off my morning by sleeping through my alarm, falling down the stairs (small flight), and stepping in a huge… https://t.co/9top0j1Epy",0,Twitter for iPhone,
NorthFreshCoffee Roasters,2888289303,"Portland, OR",2023-01-15 16:28:30,Just posted a photo @ NorthFresh Coffee Roasters https://t.co/rNIG8tksMx,0,Instagram,
creativeID,4858277945,"Vancouver, WA",2023-01-15 16:11:05,Product Of The Week: Drip Coffee Table: Create a living room design that oozes both style and fun with a unique dri… https://t.co/qsUCLWq2mU,0,dlvr.it,
Megan Lien,139970174,"Portland, OR",2023-01-15 15:22:17,"Me at a coffee shop: 12oz oat milk latte, sugar free syrup, lightly sweet 🧐
Me at home: large tumbler of Starbucks… https://t.co/68X5WyObha",0,Twitter for Android,
JACOB EVERETT,487777321,"Portland, OR",2023-01-15 14:10:58,he rises early just before the sun brightens the sky and he fixes himself a cup of coffee and steps out on his balc… https://t.co/lsFcGbFRDq,1,Twitter for iPhone,
Comfort Inn & Suites Tualatin - Lake Oswego South,4896023483,"Tualatin, OR",2023-01-15 13:10:27,Can't stop thinking about traveling? Why not take the plunge and book your trip to Tualatin today? #travelgoals… https://t.co/xRqWDr0bkx,0,TMG-OneView,
Jade Greylock (Parody),935847719477772288,"Vancouver, WA",2023-01-15 12:44:03,@TheRoseofItaly She smiles as she hangs up her coat and bag as she wraps her arms round her neck as she lifts her h… https://t.co/7m6bu3UGaN,0,Twitter for iPhone,
Horny Spice 🌮,63407278,Portlandia,2023-01-15 11:38:12,@TheLeglessLion It’s funny. Coffee would do nothing to me but give me a Mountain Dew and I cannot sleep,0,Twitter for iPhone,
Chef layun,1288672311172689920,"Portland, OR",2023-01-15 10:18:14,@MelizaTrevizo Real food right??? Not coffee and chips😭,0,Twitter for Android,
Megan Lee,413510763,"Portland, Oregon",2023-01-15 06:44:41,@jayythewave Coffee is beans and beans are food.,1,Twitter for iPhone,
POP THA TRUNK,33007965,"Portland, OR",2023-01-15 05:16:01,@subdocta Only outmatched by the after boarding Spanish coffee and joint,0,Twitter for iPhone,
Jacob Parker,1417224771213819904,"Portland, OR",2023-01-15 04:46:43,A Late Night Coffee Anyone ☕ https://t.co/xikvvbCcY8,0,Twitter for Android,
Jason,1398112666128850945,PDX ,2023-01-15 04:43:13,"@Haleyandersn Cute, I need coffee",0,Twitter Web App,
Petey X 🌻,60373219,"Portland, OR",2023-01-15 03:54:13,I needed to try it but it’s too late to brew a pot of coffee https://t.co/EwPQDva1xR,0,Twitter for iPhone,
seymour_asses69,1419425591275638784,"Portland, OR",2023-01-15 03:52:47,Forgot to drink coffee today and the headache I’m being punished with is worthy of going to bed early…,0,Twitter for iPhone,
Melanie Javan Javidan,1242195820234993664,"Portland, OR",2023-01-15 03:17:09,@Laurel_Bristow The gift of fernet as a sign of respect is confirmed by this 5 year veteran SF barista. Love that t… https://t.co/HC82PH547q,0,Twitter Web App,
Brian Haley,214545756,"Portland, OR",2023-01-15 03:01:07,"@prinskipper That definitely works for a mild one, but the Sausage Egg McMuffin, hash browns, and hazelnut iced cof… https://t.co/JwPrratwzb",0,Twitter for iPhone,
Megan - Fuck around & find out,3432233293,"Portland, OR",2023-01-15 02:22:42,"@JoJoFromJerz Electric kettle. I'm not a big coffee or tea drinker so I'm not sure why I bought it originally, but… https://t.co/YwM8SwHGlF",0,Twitter for Android,
Zray! 🚂💨 @ ANE DD19,3374281678,"Portland, OR",2023-01-15 02:08:15,@deerfella ane coffee date ?😳👉👈,0,Twitter for iPad,
Poppy in Portland - DemCastOR,2785259127,"Portland, Oregon",2023-01-15 02:07:51,"@Robert_Enninga This would be great, I might actually buy 2 sets and keep one in storage.

Any time there's no coff… https://t.co/xQlEE26ctQ",0,Twitter for Android,
Poppy in Portland - DemCastOR,2785259127,"Portland, Oregon",2023-01-15 01:59:29,"@Robert_Enninga This was my favorite set of all time.  I have about 4 pcs left. ...and coffee cups. 

Mary Englbrei… https://t.co/oYrPSuEZ86",0,Twitter for Android,
brightshadow (parody),117286638,"Portland, Oregon",2023-01-15 01:41:45,@Kylynnian He doesn’t like coffee at all!,0,Twitter for iPhone,
Rick H🌻,416035340,Portland Oregon,2023-01-15 01:26:28,"@lasaristocratas @JoJoFromJerz Can’t believe I lived so long without one- it’s in constant use- coffee, soup, hot lemon water all day long 😊",0,Twitter for iPhone,
Andrew Crampton,19043926,"Portland, Oregon",2023-01-15 01:12:58,@nycsouthpaw You mean cold brew yeah? Iced coffee is watered down garbage.,0,Twitter for iPhone,
Beaverton Schools,73167937,"Beaverton, Oregon",2023-01-15 01:00:18,Join Superintendent Dr. Gustavo Balderas for conversation and coffee. Dr. Balderas will be hosting a coffee chat at… https://t.co/IMh3Q8gAtZ,2,Buffer,
Tyler Kranz,3004930924,"Portland, OR",2023-01-15 00:59:28,@wx_daniela Haha I actually don’t drink coffee or caffeine &amp; I swear I’m ok! Maybe it’s not bad if you never start in the first place?,0,Twitter for iPhone,
gorchwen 🌻,1605476846124294145,"Happy Valley, OR",2023-01-15 00:19:17,"@toots_the_h8er @HoboMan976 @RobertHelpmann1 @Grimm46369221 Omg, really?? 🥴 I use that word all the time (before I… https://t.co/EncJnOIWYj",0,Twitter for Android,
jason bourne back ceaselessly into the past,339370244,"Portland, OR",2023-01-15 00:10:34,@rickybellspdx Telling my coffee grinder Sean Bean about this,0,Twitter for iPhone,
(Untitled),455549930,"Portland, OR",2023-01-15 00:04:10,@wherestherevolt I have legit heard young baristas singing along to Third Eye Blind in no less than 6 coffee shops in the past year,0,Twitter for iPhone,
